participantID,item,rating,targetType,targetNumber,facialColoration,shownEmotion,emotionChoiceID,target_gender,ratedEmotion,congruent_choice
P004,WF-010-R-N_4,2,WF,010,R,N,4,Female,Angry,4
P059,WF-010-R-HC_1,1,WF,010,R,HC,1,Female,Happy,1
P037,WF-010-R-HC_1,1,WF,010,R,HC,1,Female,Happy,1
P017,WF-010-R-HC_1,4,WF,010,R,HC,1,Female,Happy,1
P014,WF-010-R-HC_1,4,WF,010,R,HC,1,Female,Happy,1
P050,WF-010-R-HC_1,3,WF,010,R,HC,1,Female,Happy,1
P010,WF-010-R-HC_1,4,WF,010,R,HC,1,Female,Happy,1
P009,WF-010-R-HC_1,4,WF,010,R,HC,1,Female,Happy,1
P006,WF-010-R-HC_1,3,WF,010,R,HC,1,Female,Happy,1
P004,WF-010-R-HC_1,3,WF,010,R,HC,1,Female,Happy,1
P059,WF-010-R-A_4,4,WF,010,R,A,4,Female,Angry,4
P037,WF-010-R-A_4,3,WF,010,R,A,4,Female,Angry,4
P017,WF-010-R-A_4,3,WF,010,R,A,4,Female,Angry,4
P014,WF-010-R-A_4,4,WF,010,R,A,4,Female,Angry,4
P050,WF-010-R-A_4,5,WF,010,R,A,4,Female,Angry,4
P010,WF-010-R-A_4,3,WF,010,R,A,4,Female,Angry,4
P009,WF-010-R-A_4,4,WF,010,R,A,4,Female,Angry,4
P006,WF-010-R-A_4,3,WF,010,R,A,4,Female,Angry,4
P004,WF-010-R-A_4,2,WF,010,R,A,4,Female,Angry,4
P059,WF-010-R-F_6,1,WF,010,R,F,6,Female,Scared,6
P037,WF-010-R-F_6,1,WF,010,R,F,6,Female,Scared,6
P017,WF-010-R-F_6,2,WF,010,R,F,6,Female,Scared,6
P014,WF-010-R-F_6,3,WF,010,R,F,6,Female,Scared,6
P050,WF-010-R-F_6,1,WF,010,R,F,6,Female,Scared,6
P010,WF-010-R-F_6,4,WF,010,R,F,6,Female,Scared,6
P009,WF-010-R-F_6,2,WF,010,R,F,6,Female,Scared,6
P006,WF-010-R-F_6,2,WF,010,R,F,6,Female,Scared,6
P004,WF-010-R-F_6,2,WF,010,R,F,6,Female,Scared,6
P065,WF-011-R-N_4,1,WF,011,R,N,4,Female,Angry,4
P062,WF-011-R-N_4,2,WF,011,R,N,4,Female,Angry,4
p057,WF-011-R-N_4,2,WF,011,R,N,4,Female,Angry,4
P054,WF-011-R-N_4,5,WF,011,R,N,4,Female,Angry,4
P033,WF-011-R-N_4,1,WF,011,R,N,4,Female,Angry,4
P013,WF-011-R-N_4,2,WF,011,R,N,4,Female,Angry,4
P053,WF-011-R-N_4,2,WF,011,R,N,4,Female,Angry,4
P047,WF-011-R-N_4,1,WF,011,R,N,4,Female,Angry,4
P028,WF-011-R-N_4,1,WF,011,R,N,4,Female,Angry,4
P027,WF-011-R-N_4,1,WF,011,R,N,4,Female,Angry,4
P026,WF-011-R-N_4,2,WF,011,R,N,4,Female,Angry,4
P023,WF-011-R-N_4,1,WF,011,R,N,4,Female,Angry,4
P065,WF-011-R-HC_1,5,WF,011,R,HC,1,Female,Happy,1
P062,WF-011-R-HC_1,5,WF,011,R,HC,1,Female,Happy,1
p057,WF-011-R-HC_1,5,WF,011,R,HC,1,Female,Happy,1
P054,WF-011-R-HC_1,4,WF,011,R,HC,1,Female,Happy,1
P033,WF-011-R-HC_1,5,WF,011,R,HC,1,Female,Happy,1
P013,WF-011-R-HC_1,4,WF,011,R,HC,1,Female,Happy,1
P053,WF-011-R-HC_1,4,WF,011,R,HC,1,Female,Happy,1
P047,WF-011-R-HC_1,5,WF,011,R,HC,1,Female,Happy,1
P028,WF-011-R-HC_1,5,WF,011,R,HC,1,Female,Happy,1
P027,WF-011-R-HC_1,5,WF,011,R,HC,1,Female,Happy,1
P026,WF-011-R-HC_1,5,WF,011,R,HC,1,Female,Happy,1
P023,WF-011-R-HC_1,5,WF,011,R,HC,1,Female,Happy,1
P065,WF-011-R-A_4,3,WF,011,R,A,4,Female,Angry,4
P062,WF-011-R-A_4,5,WF,011,R,A,4,Female,Angry,4
p057,WF-011-R-A_4,4,WF,011,R,A,4,Female,Angry,4
P054,WF-011-R-A_4,3,WF,011,R,A,4,Female,Angry,4
P033,WF-011-R-A_4,5,WF,011,R,A,4,Female,Angry,4
P013,WF-011-R-A_4,5,WF,011,R,A,4,Female,Angry,4
P053,WF-011-R-A_4,4,WF,011,R,A,4,Female,Angry,4
P047,WF-011-R-A_4,4,WF,011,R,A,4,Female,Angry,4
P028,WF-011-R-A_4,5,WF,011,R,A,4,Female,Angry,4
P027,WF-011-R-A_4,5,WF,011,R,A,4,Female,Angry,4
P026,WF-011-R-A_4,5,WF,011,R,A,4,Female,Angry,4
P023,WF-011-R-A_4,5,WF,011,R,A,4,Female,Angry,4
P065,WF-011-R-F_6,2,WF,011,R,F,6,Female,Scared,6
P062,WF-011-R-F_6,5,WF,011,R,F,6,Female,Scared,6
p057,WF-011-R-F_6,4,WF,011,R,F,6,Female,Scared,6
P054,WF-011-R-F_6,1,WF,011,R,F,6,Female,Scared,6
P033,WF-011-R-F_6,1,WF,011,R,F,6,Female,Scared,6
P013,WF-011-R-F_6,4,WF,011,R,F,6,Female,Scared,6
P053,WF-011-R-F_6,4,WF,011,R,F,6,Female,Scared,6
P047,WF-011-R-F_6,4,WF,011,R,F,6,Female,Scared,6
P028,WF-011-R-F_6,3,WF,011,R,F,6,Female,Scared,6
P027,WF-011-R-F_6,5,WF,011,R,F,6,Female,Scared,6
P026,WF-011-R-F_6,4,WF,011,R,F,6,Female,Scared,6
P023,WF-011-R-F_6,5,WF,011,R,F,6,Female,Scared,6
P066,WF-012-R-N_4,1,WF,012,R,N,4,Female,Angry,4
P062,WF-012-R-N_4,2,WF,012,R,N,4,Female,Angry,4
P056,WF-012-R-N_4,1,WF,012,R,N,4,Female,Angry,4
P036,WF-012-R-N_4,1,WF,012,R,N,4,Female,Angry,4
P016,WF-012-R-N_4,2,WF,012,R,N,4,Female,Angry,4
P048,WF-012-R-N_4,1,WF,012,R,N,4,Female,Angry,4
P031,WF-012-R-N_4,1,WF,012,R,N,4,Female,Angry,4
P028,WF-012-R-N_4,1,WF,012,R,N,4,Female,Angry,4
P044,WF-012-R-N_4,1,WF,012,R,N,4,Female,Angry,4
P026,WF-012-R-N_4,1,WF,012,R,N,4,Female,Angry,4
P023,WF-012-R-N_4,1,WF,012,R,N,4,Female,Angry,4
P066,WF-012-R-HC_1,4,WF,012,R,HC,1,Female,Happy,1
P062,WF-012-R-HC_1,5,WF,012,R,HC,1,Female,Happy,1
P056,WF-012-R-HC_1,5,WF,012,R,HC,1,Female,Happy,1
P036,WF-012-R-HC_1,5,WF,012,R,HC,1,Female,Happy,1
P016,WF-012-R-HC_1,5,WF,012,R,HC,1,Female,Happy,1
P048,WF-012-R-HC_1,5,WF,012,R,HC,1,Female,Happy,1
P031,WF-012-R-HC_1,5,WF,012,R,HC,1,Female,Happy,1
P028,WF-012-R-HC_1,4,WF,012,R,HC,1,Female,Happy,1
P044,WF-012-R-HC_1,5,WF,012,R,HC,1,Female,Happy,1
P026,WF-012-R-HC_1,3,WF,012,R,HC,1,Female,Happy,1
P023,WF-012-R-HC_1,5,WF,012,R,HC,1,Female,Happy,1
P066,WF-012-R-A_4,3,WF,012,R,A,4,Female,Angry,4
P062,WF-012-R-A_4,4,WF,012,R,A,4,Female,Angry,4
P056,WF-012-R-A_4,4,WF,012,R,A,4,Female,Angry,4
P036,WF-012-R-A_4,3,WF,012,R,A,4,Female,Angry,4
P016,WF-012-R-A_4,2,WF,012,R,A,4,Female,Angry,4
P048,WF-012-R-A_4,4,WF,012,R,A,4,Female,Angry,4
P031,WF-012-R-A_4,3,WF,012,R,A,4,Female,Angry,4
P028,WF-012-R-A_4,4,WF,012,R,A,4,Female,Angry,4
P044,WF-012-R-A_4,2,WF,012,R,A,4,Female,Angry,4
P026,WF-012-R-A_4,3,WF,012,R,A,4,Female,Angry,4
P023,WF-012-R-A_4,5,WF,012,R,A,4,Female,Angry,4
P066,WF-012-R-F_6,2,WF,012,R,F,6,Female,Scared,6
P062,WF-012-R-F_6,1,WF,012,R,F,6,Female,Scared,6
P056,WF-012-R-F_6,2,WF,012,R,F,6,Female,Scared,6
P036,WF-012-R-F_6,1,WF,012,R,F,6,Female,Scared,6
P016,WF-012-R-F_6,1,WF,012,R,F,6,Female,Scared,6
P048,WF-012-R-F_6,2,WF,012,R,F,6,Female,Scared,6
P031,WF-012-R-F_6,5,WF,012,R,F,6,Female,Scared,6
P028,WF-012-R-F_6,1,WF,012,R,F,6,Female,Scared,6
P044,WF-012-R-F_6,1,WF,012,R,F,6,Female,Scared,6
P026,WF-012-R-F_6,2,WF,012,R,F,6,Female,Scared,6
P023,WF-012-R-F_6,1,WF,012,R,F,6,Female,Scared,6
