participantID,question,rating,targetType,targetNumber,facialColoration,shownEmotion,emotionChoiceID,target_gender
P023,WF-012-R-HC_1,5.0,WF,012,R,HC,1,Female
P066,WF-012-R-A_4,3.0,WF,012,R,A,4,Female
P062,WF-012-R-A_4,4.0,WF,012,R,A,4,Female
P056,WF-012-R-A_4,4.0,WF,012,R,A,4,Female
P036,WF-012-R-A_4,3.0,WF,012,R,A,4,Female
P016,WF-012-R-A_4,2.0,WF,012,R,A,4,Female
P048,WF-012-R-A_4,4.0,WF,012,R,A,4,Female
P031,WF-012-R-A_4,3.0,WF,012,R,A,4,Female
P028,WF-012-R-A_4,4.0,WF,012,R,A,4,Female
P044,WF-012-R-A_4,2.0,WF,012,R,A,4,Female
P026,WF-012-R-A_4,3.0,WF,012,R,A,4,Female
P023,WF-012-R-A_4,5.0,WF,012,R,A,4,Female
P066,WF-012-R-F_6,2.0,WF,012,R,F,6,Female
P062,WF-012-R-F_6,1.0,WF,012,R,F,6,Female
P056,WF-012-R-F_6,2.0,WF,012,R,F,6,Female
P036,WF-012-R-F_6,1.0,WF,012,R,F,6,Female
P016,WF-012-R-F_6,1.0,WF,012,R,F,6,Female
P048,WF-012-R-F_6,2.0,WF,012,R,F,6,Female
P031,WF-012-R-F_6,5.0,WF,012,R,F,6,Female
P028,WF-012-R-F_6,1.0,WF,012,R,F,6,Female
P044,WF-012-R-F_6,1.0,WF,012,R,F,6,Female
P026,WF-012-R-F_6,2.0,WF,012,R,F,6,Female
P023,WF-012-R-F_6,1.0,WF,012,R,F,6,Female
