participantID,item,rating,targetType,targetNumber,facialColoration,shownEmotion,emotionChoiceID,target_gender,ratedEmotion
P029,WF-008-R-F_2,1,WF,008,R,F,2,Female,Sad
P007,WF-008-R-F_2,2,WF,008,R,F,2,Female,Sad
P004,WF-008-R-F_2,1,WF,008,R,F,2,Female,Sad
P001,WF-008-R-F_2,1,WF,008,R,F,2,Female,Sad
P064,WF-008-R-F_3,2,WF,008,R,F,3,Female,Surprised
P058,WF-008-R-F_3,5,WF,008,R,F,3,Female,Surprised
P019,WF-008-R-F_3,4,WF,008,R,F,3,Female,Surprised
P033,WF-008-R-F_3,4,WF,008,R,F,3,Female,Surprised
P032,WF-008-R-F_3,4,WF,008,R,F,3,Female,Surprised
P048,WF-008-R-F_3,4,WF,008,R,F,3,Female,Surprised
P008,WF-008-R-F_3,3,WF,008,R,F,3,Female,Surprised
P029,WF-008-R-F_3,5,WF,008,R,F,3,Female,Surprised
P007,WF-008-R-F_3,5,WF,008,R,F,3,Female,Surprised
P004,WF-008-R-F_3,5,WF,008,R,F,3,Female,Surprised
P001,WF-008-R-F_3,5,WF,008,R,F,3,Female,Surprised
P064,WF-008-R-F_4,2,WF,008,R,F,4,Female,Angry
P058,WF-008-R-F_4,1,WF,008,R,F,4,Female,Angry
P019,WF-008-R-F_4,1,WF,008,R,F,4,Female,Angry
P033,WF-008-R-F_4,1,WF,008,R,F,4,Female,Angry
P032,WF-008-R-F_4,1,WF,008,R,F,4,Female,Angry
P048,WF-008-R-F_4,2,WF,008,R,F,4,Female,Angry
P008,WF-008-R-F_4,1,WF,008,R,F,4,Female,Angry
P029,WF-008-R-F_4,1,WF,008,R,F,4,Female,Angry
P007,WF-008-R-F_4,2,WF,008,R,F,4,Female,Angry
P004,WF-008-R-F_4,1,WF,008,R,F,4,Female,Angry
P001,WF-008-R-F_4,1,WF,008,R,F,4,Female,Angry
P064,WF-008-R-F_5,5,WF,008,R,F,5,Female,Disgusted
P058,WF-008-R-F_5,1,WF,008,R,F,5,Female,Disgusted
P019,WF-008-R-F_5,2,WF,008,R,F,5,Female,Disgusted
P033,WF-008-R-F_5,4,WF,008,R,F,5,Female,Disgusted
P032,WF-008-R-F_5,1,WF,008,R,F,5,Female,Disgusted
P048,WF-008-R-F_5,3,WF,008,R,F,5,Female,Disgusted
P008,WF-008-R-F_5,2,WF,008,R,F,5,Female,Disgusted
P029,WF-008-R-F_5,4,WF,008,R,F,5,Female,Disgusted
P007,WF-008-R-F_5,4,WF,008,R,F,5,Female,Disgusted
P004,WF-008-R-F_5,2,WF,008,R,F,5,Female,Disgusted
P001,WF-008-R-F_5,1,WF,008,R,F,5,Female,Disgusted
P064,WF-008-R-F_6,4,WF,008,R,F,6,Female,Scared
P058,WF-008-R-F_6,2,WF,008,R,F,6,Female,Scared
P019,WF-008-R-F_6,3,WF,008,R,F,6,Female,Scared
P033,WF-008-R-F_6,1,WF,008,R,F,6,Female,Scared
P032,WF-008-R-F_6,3,WF,008,R,F,6,Female,Scared
P048,WF-008-R-F_6,5,WF,008,R,F,6,Female,Scared
P008,WF-008-R-F_6,4,WF,008,R,F,6,Female,Scared
P029,WF-008-R-F_6,5,WF,008,R,F,6,Female,Scared
P007,WF-008-R-F_6,4,WF,008,R,F,6,Female,Scared
P004,WF-008-R-F_6,5,WF,008,R,F,6,Female,Scared
P001,WF-008-R-F_6,5,WF,008,R,F,6,Female,Scared
P60,WF-009-R-N_1,1,WF,009,R,N,1,Female,Happy
P059,WF-009-R-N_1,1,WF,009,R,N,1,Female,Happy
P054,WF-009-R-N_1,1,WF,009,R,N,1,Female,Happy
P034,WF-009-R-N_1,1,WF,009,R,N,1,Female,Happy
P053,WF-009-R-N_1,3,WF,009,R,N,1,Female,Happy
P045,WF-009-R-N_1,1,WF,009,R,N,1,Female,Happy
P029,WF-009-R-N_1,1,WF,009,R,N,1,Female,Happy
P027,WF-009-R-N_1,1,WF,009,R,N,1,Female,Happy
P003,WF-009-R-N_1,2,WF,009,R,N,1,Female,Happy
P60,WF-009-R-N_2,2,WF,009,R,N,2,Female,Sad
P059,WF-009-R-N_2,1,WF,009,R,N,2,Female,Sad
P054,WF-009-R-N_2,4,WF,009,R,N,2,Female,Sad
P034,WF-009-R-N_2,3,WF,009,R,N,2,Female,Sad
P053,WF-009-R-N_2,3,WF,009,R,N,2,Female,Sad
P045,WF-009-R-N_2,2,WF,009,R,N,2,Female,Sad
P029,WF-009-R-N_2,5,WF,009,R,N,2,Female,Sad
P027,WF-009-R-N_2,5,WF,009,R,N,2,Female,Sad
P003,WF-009-R-N_2,4,WF,009,R,N,2,Female,Sad
P60,WF-009-R-N_3,1,WF,009,R,N,3,Female,Surprised
P059,WF-009-R-N_3,1,WF,009,R,N,3,Female,Surprised
P054,WF-009-R-N_3,1,WF,009,R,N,3,Female,Surprised
P034,WF-009-R-N_3,1,WF,009,R,N,3,Female,Surprised
P053,WF-009-R-N_3,1,WF,009,R,N,3,Female,Surprised
P045,WF-009-R-N_3,2,WF,009,R,N,3,Female,Surprised
P029,WF-009-R-N_3,1,WF,009,R,N,3,Female,Surprised
P027,WF-009-R-N_3,1,WF,009,R,N,3,Female,Surprised
P003,WF-009-R-N_3,1,WF,009,R,N,3,Female,Surprised
P60,WF-009-R-N_4,1,WF,009,R,N,4,Female,Angry
P059,WF-009-R-N_4,1,WF,009,R,N,4,Female,Angry
P054,WF-009-R-N_4,1,WF,009,R,N,4,Female,Angry
P034,WF-009-R-N_4,2,WF,009,R,N,4,Female,Angry
P053,WF-009-R-N_4,1,WF,009,R,N,4,Female,Angry
P045,WF-009-R-N_4,2,WF,009,R,N,4,Female,Angry
P029,WF-009-R-N_4,1,WF,009,R,N,4,Female,Angry
P027,WF-009-R-N_4,1,WF,009,R,N,4,Female,Angry
P003,WF-009-R-N_4,4,WF,009,R,N,4,Female,Angry
P60,WF-009-R-N_5,1,WF,009,R,N,5,Female,Disgusted
P059,WF-009-R-N_5,1,WF,009,R,N,5,Female,Disgusted
P054,WF-009-R-N_5,1,WF,009,R,N,5,Female,Disgusted
P034,WF-009-R-N_5,1,WF,009,R,N,5,Female,Disgusted
P053,WF-009-R-N_5,1,WF,009,R,N,5,Female,Disgusted
P045,WF-009-R-N_5,3,WF,009,R,N,5,Female,Disgusted
P029,WF-009-R-N_5,1,WF,009,R,N,5,Female,Disgusted
P027,WF-009-R-N_5,1,WF,009,R,N,5,Female,Disgusted
P003,WF-009-R-N_5,4,WF,009,R,N,5,Female,Disgusted
P60,WF-009-R-N_6,1,WF,009,R,N,6,Female,Scared
P059,WF-009-R-N_6,1,WF,009,R,N,6,Female,Scared
P054,WF-009-R-N_6,1,WF,009,R,N,6,Female,Scared
P034,WF-009-R-N_6,3,WF,009,R,N,6,Female,Scared
P053,WF-009-R-N_6,1,WF,009,R,N,6,Female,Scared
P045,WF-009-R-N_6,2,WF,009,R,N,6,Female,Scared
P029,WF-009-R-N_6,4,WF,009,R,N,6,Female,Scared
P027,WF-009-R-N_6,2,WF,009,R,N,6,Female,Scared
P003,WF-009-R-N_6,3,WF,009,R,N,6,Female,Scared
P60,WF-009-R-HC_1,5,WF,009,R,HC,1,Female,Happy
P059,WF-009-R-HC_1,5,WF,009,R,HC,1,Female,Happy
P054,WF-009-R-HC_1,4,WF,009,R,HC,1,Female,Happy
P034,WF-009-R-HC_1,4,WF,009,R,HC,1,Female,Happy
P053,WF-009-R-HC_1,4,WF,009,R,HC,1,Female,Happy
P045,WF-009-R-HC_1,4,WF,009,R,HC,1,Female,Happy
P029,WF-009-R-HC_1,5,WF,009,R,HC,1,Female,Happy
P027,WF-009-R-HC_1,5,WF,009,R,HC,1,Female,Happy
P003,WF-009-R-HC_1,5,WF,009,R,HC,1,Female,Happy
P60,WF-009-R-HC_2,2,WF,009,R,HC,2,Female,Sad
P059,WF-009-R-HC_2,1,WF,009,R,HC,2,Female,Sad
P054,WF-009-R-HC_2,1,WF,009,R,HC,2,Female,Sad
P034,WF-009-R-HC_2,1,WF,009,R,HC,2,Female,Sad
P053,WF-009-R-HC_2,2,WF,009,R,HC,2,Female,Sad
P045,WF-009-R-HC_2,1,WF,009,R,HC,2,Female,Sad
P029,WF-009-R-HC_2,1,WF,009,R,HC,2,Female,Sad
P027,WF-009-R-HC_2,1,WF,009,R,HC,2,Female,Sad
P003,WF-009-R-HC_2,1,WF,009,R,HC,2,Female,Sad
P60,WF-009-R-HC_3,1,WF,009,R,HC,3,Female,Surprised
P059,WF-009-R-HC_3,1,WF,009,R,HC,3,Female,Surprised
P054,WF-009-R-HC_3,1,WF,009,R,HC,3,Female,Surprised
P034,WF-009-R-HC_3,1,WF,009,R,HC,3,Female,Surprised
P053,WF-009-R-HC_3,1,WF,009,R,HC,3,Female,Surprised
P045,WF-009-R-HC_3,2,WF,009,R,HC,3,Female,Surprised
P029,WF-009-R-HC_3,1,WF,009,R,HC,3,Female,Surprised
P027,WF-009-R-HC_3,1,WF,009,R,HC,3,Female,Surprised
P003,WF-009-R-HC_3,1,WF,009,R,HC,3,Female,Surprised
P60,WF-009-R-HC_4,1,WF,009,R,HC,4,Female,Angry
P059,WF-009-R-HC_4,1,WF,009,R,HC,4,Female,Angry
P054,WF-009-R-HC_4,1,WF,009,R,HC,4,Female,Angry
P034,WF-009-R-HC_4,1,WF,009,R,HC,4,Female,Angry
P053,WF-009-R-HC_4,2,WF,009,R,HC,4,Female,Angry
P045,WF-009-R-HC_4,1,WF,009,R,HC,4,Female,Angry
P029,WF-009-R-HC_4,1,WF,009,R,HC,4,Female,Angry
P027,WF-009-R-HC_4,1,WF,009,R,HC,4,Female,Angry
P003,WF-009-R-HC_4,1,WF,009,R,HC,4,Female,Angry
P60,WF-009-R-HC_5,1,WF,009,R,HC,5,Female,Disgusted
P059,WF-009-R-HC_5,1,WF,009,R,HC,5,Female,Disgusted
P054,WF-009-R-HC_5,1,WF,009,R,HC,5,Female,Disgusted
P034,WF-009-R-HC_5,1,WF,009,R,HC,5,Female,Disgusted
P053,WF-009-R-HC_5,1,WF,009,R,HC,5,Female,Disgusted
P045,WF-009-R-HC_5,1,WF,009,R,HC,5,Female,Disgusted
P029,WF-009-R-HC_5,1,WF,009,R,HC,5,Female,Disgusted
P027,WF-009-R-HC_5,1,WF,009,R,HC,5,Female,Disgusted
P003,WF-009-R-HC_5,1,WF,009,R,HC,5,Female,Disgusted
P60,WF-009-R-HC_6,1,WF,009,R,HC,6,Female,Scared
P059,WF-009-R-HC_6,1,WF,009,R,HC,6,Female,Scared
P054,WF-009-R-HC_6,1,WF,009,R,HC,6,Female,Scared
P034,WF-009-R-HC_6,1,WF,009,R,HC,6,Female,Scared
P053,WF-009-R-HC_6,1,WF,009,R,HC,6,Female,Scared
P045,WF-009-R-HC_6,1,WF,009,R,HC,6,Female,Scared
P029,WF-009-R-HC_6,1,WF,009,R,HC,6,Female,Scared
P027,WF-009-R-HC_6,1,WF,009,R,HC,6,Female,Scared
P003,WF-009-R-HC_6,1,WF,009,R,HC,6,Female,Scared
P60,WF-009-R-A_1,1,WF,009,R,A,1,Female,Happy
P059,WF-009-R-A_1,1,WF,009,R,A,1,Female,Happy
P054,WF-009-R-A_1,1,WF,009,R,A,1,Female,Happy
P034,WF-009-R-A_1,1,WF,009,R,A,1,Female,Happy
P053,WF-009-R-A_1,1,WF,009,R,A,1,Female,Happy
P045,WF-009-R-A_1,1,WF,009,R,A,1,Female,Happy
P029,WF-009-R-A_1,1,WF,009,R,A,1,Female,Happy
P027,WF-009-R-A_1,1,WF,009,R,A,1,Female,Happy
P003,WF-009-R-A_1,1,WF,009,R,A,1,Female,Happy
P60,WF-009-R-A_2,2,WF,009,R,A,2,Female,Sad
P059,WF-009-R-A_2,1,WF,009,R,A,2,Female,Sad
P054,WF-009-R-A_2,2,WF,009,R,A,2,Female,Sad
P034,WF-009-R-A_2,1,WF,009,R,A,2,Female,Sad
P053,WF-009-R-A_2,1,WF,009,R,A,2,Female,Sad
P045,WF-009-R-A_2,2,WF,009,R,A,2,Female,Sad
P029,WF-009-R-A_2,2,WF,009,R,A,2,Female,Sad
P027,WF-009-R-A_2,1,WF,009,R,A,2,Female,Sad
P003,WF-009-R-A_2,2,WF,009,R,A,2,Female,Sad
P60,WF-009-R-A_3,1,WF,009,R,A,3,Female,Surprised
P059,WF-009-R-A_3,1,WF,009,R,A,3,Female,Surprised
P054,WF-009-R-A_3,1,WF,009,R,A,3,Female,Surprised
P034,WF-009-R-A_3,1,WF,009,R,A,3,Female,Surprised
P053,WF-009-R-A_3,1,WF,009,R,A,3,Female,Surprised
P045,WF-009-R-A_3,2,WF,009,R,A,3,Female,Surprised
P029,WF-009-R-A_3,1,WF,009,R,A,3,Female,Surprised
P027,WF-009-R-A_3,1,WF,009,R,A,3,Female,Surprised
P003,WF-009-R-A_3,1,WF,009,R,A,3,Female,Surprised
P60,WF-009-R-A_4,5,WF,009,R,A,4,Female,Angry
P059,WF-009-R-A_4,4,WF,009,R,A,4,Female,Angry
P054,WF-009-R-A_4,4,WF,009,R,A,4,Female,Angry
P034,WF-009-R-A_4,3,WF,009,R,A,4,Female,Angry
P053,WF-009-R-A_4,4,WF,009,R,A,4,Female,Angry
P045,WF-009-R-A_4,4,WF,009,R,A,4,Female,Angry
P029,WF-009-R-A_4,5,WF,009,R,A,4,Female,Angry
P027,WF-009-R-A_4,5,WF,009,R,A,4,Female,Angry
P003,WF-009-R-A_4,5,WF,009,R,A,4,Female,Angry
P60,WF-009-R-A_5,3,WF,009,R,A,5,Female,Disgusted
P059,WF-009-R-A_5,1,WF,009,R,A,5,Female,Disgusted
P054,WF-009-R-A_5,4,WF,009,R,A,5,Female,Disgusted
P034,WF-009-R-A_5,3,WF,009,R,A,5,Female,Disgusted
P053,WF-009-R-A_5,3,WF,009,R,A,5,Female,Disgusted
P045,WF-009-R-A_5,1,WF,009,R,A,5,Female,Disgusted
P029,WF-009-R-A_5,1,WF,009,R,A,5,Female,Disgusted
P027,WF-009-R-A_5,1,WF,009,R,A,5,Female,Disgusted
P003,WF-009-R-A_5,4,WF,009,R,A,5,Female,Disgusted
P60,WF-009-R-A_6,1,WF,009,R,A,6,Female,Scared
P059,WF-009-R-A_6,2,WF,009,R,A,6,Female,Scared
P054,WF-009-R-A_6,1,WF,009,R,A,6,Female,Scared
P034,WF-009-R-A_6,1,WF,009,R,A,6,Female,Scared
P053,WF-009-R-A_6,1,WF,009,R,A,6,Female,Scared
P045,WF-009-R-A_6,1,WF,009,R,A,6,Female,Scared
P029,WF-009-R-A_6,2,WF,009,R,A,6,Female,Scared
P027,WF-009-R-A_6,1,WF,009,R,A,6,Female,Scared
P003,WF-009-R-A_6,2,WF,009,R,A,6,Female,Scared
P60,WF-009-R-F_1,1,WF,009,R,F,1,Female,Happy
P059,WF-009-R-F_1,1,WF,009,R,F,1,Female,Happy
P054,WF-009-R-F_1,1,WF,009,R,F,1,Female,Happy
P034,WF-009-R-F_1,1,WF,009,R,F,1,Female,Happy
P053,WF-009-R-F_1,1,WF,009,R,F,1,Female,Happy
P045,WF-009-R-F_1,1,WF,009,R,F,1,Female,Happy
P029,WF-009-R-F_1,1,WF,009,R,F,1,Female,Happy
P027,WF-009-R-F_1,1,WF,009,R,F,1,Female,Happy
P003,WF-009-R-F_1,2,WF,009,R,F,1,Female,Happy
P60,WF-009-R-F_2,4,WF,009,R,F,2,Female,Sad
P059,WF-009-R-F_2,1,WF,009,R,F,2,Female,Sad
P054,WF-009-R-F_2,3,WF,009,R,F,2,Female,Sad
P034,WF-009-R-F_2,1,WF,009,R,F,2,Female,Sad
P053,WF-009-R-F_2,1,WF,009,R,F,2,Female,Sad
P045,WF-009-R-F_2,2,WF,009,R,F,2,Female,Sad
P029,WF-009-R-F_2,4,WF,009,R,F,2,Female,Sad
P027,WF-009-R-F_2,1,WF,009,R,F,2,Female,Sad
P003,WF-009-R-F_2,4,WF,009,R,F,2,Female,Sad
P60,WF-009-R-F_3,2,WF,009,R,F,3,Female,Surprised
P059,WF-009-R-F_3,4,WF,009,R,F,3,Female,Surprised
P054,WF-009-R-F_3,4,WF,009,R,F,3,Female,Surprised
P034,WF-009-R-F_3,2,WF,009,R,F,3,Female,Surprised
P053,WF-009-R-F_3,2,WF,009,R,F,3,Female,Surprised
P045,WF-009-R-F_3,4,WF,009,R,F,3,Female,Surprised
P029,WF-009-R-F_3,5,WF,009,R,F,3,Female,Surprised
P027,WF-009-R-F_3,3,WF,009,R,F,3,Female,Surprised
P003,WF-009-R-F_3,4,WF,009,R,F,3,Female,Surprised
P60,WF-009-R-F_4,1,WF,009,R,F,4,Female,Angry
P059,WF-009-R-F_4,2,WF,009,R,F,4,Female,Angry
P054,WF-009-R-F_4,1,WF,009,R,F,4,Female,Angry
P034,WF-009-R-F_4,1,WF,009,R,F,4,Female,Angry
P053,WF-009-R-F_4,1,WF,009,R,F,4,Female,Angry
P045,WF-009-R-F_4,2,WF,009,R,F,4,Female,Angry
P029,WF-009-R-F_4,1,WF,009,R,F,4,Female,Angry
P027,WF-009-R-F_4,2,WF,009,R,F,4,Female,Angry
P003,WF-009-R-F_4,2,WF,009,R,F,4,Female,Angry
P60,WF-009-R-F_5,1,WF,009,R,F,5,Female,Disgusted
P059,WF-009-R-F_5,3,WF,009,R,F,5,Female,Disgusted
P054,WF-009-R-F_5,1,WF,009,R,F,5,Female,Disgusted
P034,WF-009-R-F_5,3,WF,009,R,F,5,Female,Disgusted
P053,WF-009-R-F_5,4,WF,009,R,F,5,Female,Disgusted
P045,WF-009-R-F_5,3,WF,009,R,F,5,Female,Disgusted
P029,WF-009-R-F_5,1,WF,009,R,F,5,Female,Disgusted
P027,WF-009-R-F_5,5,WF,009,R,F,5,Female,Disgusted
P003,WF-009-R-F_5,3,WF,009,R,F,5,Female,Disgusted
P60,WF-009-R-F_6,3,WF,009,R,F,6,Female,Scared
P059,WF-009-R-F_6,1,WF,009,R,F,6,Female,Scared
P054,WF-009-R-F_6,1,WF,009,R,F,6,Female,Scared
P034,WF-009-R-F_6,1,WF,009,R,F,6,Female,Scared
P053,WF-009-R-F_6,2,WF,009,R,F,6,Female,Scared
P045,WF-009-R-F_6,2,WF,009,R,F,6,Female,Scared
P029,WF-009-R-F_6,5,WF,009,R,F,6,Female,Scared
P027,WF-009-R-F_6,2,WF,009,R,F,6,Female,Scared
P003,WF-009-R-F_6,4,WF,009,R,F,6,Female,Scared
P059,WF-010-R-N_1,1,WF,010,R,N,1,Female,Happy
P037,WF-010-R-N_1,1,WF,010,R,N,1,Female,Happy
P017,WF-010-R-N_1,1,WF,010,R,N,1,Female,Happy
P014,WF-010-R-N_1,1,WF,010,R,N,1,Female,Happy
P050,WF-010-R-N_1,1,WF,010,R,N,1,Female,Happy
P010,WF-010-R-N_1,3,WF,010,R,N,1,Female,Happy
P009,WF-010-R-N_1,1,WF,010,R,N,1,Female,Happy
P006,WF-010-R-N_1,2,WF,010,R,N,1,Female,Happy
P004,WF-010-R-N_1,2,WF,010,R,N,1,Female,Happy
P059,WF-010-R-N_2,1,WF,010,R,N,2,Female,Sad
P037,WF-010-R-N_2,1,WF,010,R,N,2,Female,Sad
P017,WF-010-R-N_2,1,WF,010,R,N,2,Female,Sad
P014,WF-010-R-N_2,2,WF,010,R,N,2,Female,Sad
P050,WF-010-R-N_2,3,WF,010,R,N,2,Female,Sad
P010,WF-010-R-N_2,1,WF,010,R,N,2,Female,Sad
P009,WF-010-R-N_2,3,WF,010,R,N,2,Female,Sad
P006,WF-010-R-N_2,3,WF,010,R,N,2,Female,Sad
P004,WF-010-R-N_2,3,WF,010,R,N,2,Female,Sad
P059,WF-010-R-N_3,1,WF,010,R,N,3,Female,Surprised
P037,WF-010-R-N_3,1,WF,010,R,N,3,Female,Surprised
P017,WF-010-R-N_3,1,WF,010,R,N,3,Female,Surprised
P014,WF-010-R-N_3,1,WF,010,R,N,3,Female,Surprised
P050,WF-010-R-N_3,1,WF,010,R,N,3,Female,Surprised
P010,WF-010-R-N_3,1,WF,010,R,N,3,Female,Surprised
P009,WF-010-R-N_3,1,WF,010,R,N,3,Female,Surprised
P006,WF-010-R-N_3,1,WF,010,R,N,3,Female,Surprised
P004,WF-010-R-N_3,1,WF,010,R,N,3,Female,Surprised
P059,WF-010-R-N_4,3,WF,010,R,N,4,Female,Angry
P037,WF-010-R-N_4,2,WF,010,R,N,4,Female,Angry
P017,WF-010-R-N_4,2,WF,010,R,N,4,Female,Angry
P014,WF-010-R-N_4,3,WF,010,R,N,4,Female,Angry
P050,WF-010-R-N_4,3,WF,010,R,N,4,Female,Angry
P010,WF-010-R-N_4,1,WF,010,R,N,4,Female,Angry
P009,WF-010-R-N_4,1,WF,010,R,N,4,Female,Angry
P006,WF-010-R-N_4,2,WF,010,R,N,4,Female,Angry
P004,WF-010-R-N_4,2,WF,010,R,N,4,Female,Angry
P059,WF-010-R-N_5,1,WF,010,R,N,5,Female,Disgusted
P037,WF-010-R-N_5,1,WF,010,R,N,5,Female,Disgusted
P017,WF-010-R-N_5,1,WF,010,R,N,5,Female,Disgusted
P014,WF-010-R-N_5,4,WF,010,R,N,5,Female,Disgusted
P050,WF-010-R-N_5,2,WF,010,R,N,5,Female,Disgusted
P010,WF-010-R-N_5,1,WF,010,R,N,5,Female,Disgusted
P009,WF-010-R-N_5,1,WF,010,R,N,5,Female,Disgusted
P006,WF-010-R-N_5,3,WF,010,R,N,5,Female,Disgusted
P004,WF-010-R-N_5,2,WF,010,R,N,5,Female,Disgusted
P059,WF-010-R-N_6,1,WF,010,R,N,6,Female,Scared
P037,WF-010-R-N_6,1,WF,010,R,N,6,Female,Scared
P017,WF-010-R-N_6,1,WF,010,R,N,6,Female,Scared
P014,WF-010-R-N_6,1,WF,010,R,N,6,Female,Scared
P050,WF-010-R-N_6,1,WF,010,R,N,6,Female,Scared
P010,WF-010-R-N_6,1,WF,010,R,N,6,Female,Scared
P009,WF-010-R-N_6,2,WF,010,R,N,6,Female,Scared
P006,WF-010-R-N_6,2,WF,010,R,N,6,Female,Scared
P004,WF-010-R-N_6,1,WF,010,R,N,6,Female,Scared
P059,WF-010-R-HC_1,1,WF,010,R,HC,1,Female,Happy
P037,WF-010-R-HC_1,1,WF,010,R,HC,1,Female,Happy
P017,WF-010-R-HC_1,4,WF,010,R,HC,1,Female,Happy
P014,WF-010-R-HC_1,4,WF,010,R,HC,1,Female,Happy
P050,WF-010-R-HC_1,3,WF,010,R,HC,1,Female,Happy
P010,WF-010-R-HC_1,4,WF,010,R,HC,1,Female,Happy
P009,WF-010-R-HC_1,4,WF,010,R,HC,1,Female,Happy
P006,WF-010-R-HC_1,3,WF,010,R,HC,1,Female,Happy
P004,WF-010-R-HC_1,3,WF,010,R,HC,1,Female,Happy
P059,WF-010-R-HC_2,2,WF,010,R,HC,2,Female,Sad
P037,WF-010-R-HC_2,2,WF,010,R,HC,2,Female,Sad
P017,WF-010-R-HC_2,1,WF,010,R,HC,2,Female,Sad
P014,WF-010-R-HC_2,1,WF,010,R,HC,2,Female,Sad
P050,WF-010-R-HC_2,1,WF,010,R,HC,2,Female,Sad
P010,WF-010-R-HC_2,2,WF,010,R,HC,2,Female,Sad
P009,WF-010-R-HC_2,1,WF,010,R,HC,2,Female,Sad
P006,WF-010-R-HC_2,2,WF,010,R,HC,2,Female,Sad
P004,WF-010-R-HC_2,1,WF,010,R,HC,2,Female,Sad
P059,WF-010-R-HC_3,2,WF,010,R,HC,3,Female,Surprised
P037,WF-010-R-HC_3,1,WF,010,R,HC,3,Female,Surprised
P017,WF-010-R-HC_3,1,WF,010,R,HC,3,Female,Surprised
P014,WF-010-R-HC_3,1,WF,010,R,HC,3,Female,Surprised
P050,WF-010-R-HC_3,1,WF,010,R,HC,3,Female,Surprised
P010,WF-010-R-HC_3,1,WF,010,R,HC,3,Female,Surprised
P009,WF-010-R-HC_3,1,WF,010,R,HC,3,Female,Surprised
P006,WF-010-R-HC_3,3,WF,010,R,HC,3,Female,Surprised
P004,WF-010-R-HC_3,2,WF,010,R,HC,3,Female,Surprised
P059,WF-010-R-HC_4,3,WF,010,R,HC,4,Female,Angry
P037,WF-010-R-HC_4,2,WF,010,R,HC,4,Female,Angry
P017,WF-010-R-HC_4,1,WF,010,R,HC,4,Female,Angry
P014,WF-010-R-HC_4,2,WF,010,R,HC,4,Female,Angry
P050,WF-010-R-HC_4,3,WF,010,R,HC,4,Female,Angry
P010,WF-010-R-HC_4,1,WF,010,R,HC,4,Female,Angry
P009,WF-010-R-HC_4,1,WF,010,R,HC,4,Female,Angry
P006,WF-010-R-HC_4,2,WF,010,R,HC,4,Female,Angry
P004,WF-010-R-HC_4,1,WF,010,R,HC,4,Female,Angry
P059,WF-010-R-HC_5,4,WF,010,R,HC,5,Female,Disgusted
P037,WF-010-R-HC_5,1,WF,010,R,HC,5,Female,Disgusted
P017,WF-010-R-HC_5,1,WF,010,R,HC,5,Female,Disgusted
P014,WF-010-R-HC_5,1,WF,010,R,HC,5,Female,Disgusted
P050,WF-010-R-HC_5,2,WF,010,R,HC,5,Female,Disgusted
P010,WF-010-R-HC_5,4,WF,010,R,HC,5,Female,Disgusted
P009,WF-010-R-HC_5,1,WF,010,R,HC,5,Female,Disgusted
P006,WF-010-R-HC_5,2,WF,010,R,HC,5,Female,Disgusted
P004,WF-010-R-HC_5,1,WF,010,R,HC,5,Female,Disgusted
P059,WF-010-R-HC_6,1,WF,010,R,HC,6,Female,Scared
P037,WF-010-R-HC_6,1,WF,010,R,HC,6,Female,Scared
P017,WF-010-R-HC_6,1,WF,010,R,HC,6,Female,Scared
P014,WF-010-R-HC_6,1,WF,010,R,HC,6,Female,Scared
P050,WF-010-R-HC_6,1,WF,010,R,HC,6,Female,Scared
P010,WF-010-R-HC_6,1,WF,010,R,HC,6,Female,Scared
P009,WF-010-R-HC_6,1,WF,010,R,HC,6,Female,Scared
P006,WF-010-R-HC_6,2,WF,010,R,HC,6,Female,Scared
P004,WF-010-R-HC_6,1,WF,010,R,HC,6,Female,Scared
P059,WF-010-R-A_1,1,WF,010,R,A,1,Female,Happy
P037,WF-010-R-A_1,1,WF,010,R,A,1,Female,Happy
P017,WF-010-R-A_1,1,WF,010,R,A,1,Female,Happy
P014,WF-010-R-A_1,1,WF,010,R,A,1,Female,Happy
P050,WF-010-R-A_1,1,WF,010,R,A,1,Female,Happy
P010,WF-010-R-A_1,1,WF,010,R,A,1,Female,Happy
P009,WF-010-R-A_1,1,WF,010,R,A,1,Female,Happy
P006,WF-010-R-A_1,2,WF,010,R,A,1,Female,Happy
P004,WF-010-R-A_1,2,WF,010,R,A,1,Female,Happy
P059,WF-010-R-A_2,1,WF,010,R,A,2,Female,Sad
P037,WF-010-R-A_2,1,WF,010,R,A,2,Female,Sad
P017,WF-010-R-A_2,1,WF,010,R,A,2,Female,Sad
P014,WF-010-R-A_2,1,WF,010,R,A,2,Female,Sad
P050,WF-010-R-A_2,1,WF,010,R,A,2,Female,Sad
P010,WF-010-R-A_2,2,WF,010,R,A,2,Female,Sad
P009,WF-010-R-A_2,1,WF,010,R,A,2,Female,Sad
P006,WF-010-R-A_2,2,WF,010,R,A,2,Female,Sad
P004,WF-010-R-A_2,1,WF,010,R,A,2,Female,Sad
P059,WF-010-R-A_3,2,WF,010,R,A,3,Female,Surprised
P037,WF-010-R-A_3,1,WF,010,R,A,3,Female,Surprised
P017,WF-010-R-A_3,1,WF,010,R,A,3,Female,Surprised
P014,WF-010-R-A_3,1,WF,010,R,A,3,Female,Surprised
P050,WF-010-R-A_3,1,WF,010,R,A,3,Female,Surprised
P010,WF-010-R-A_3,2,WF,010,R,A,3,Female,Surprised
P009,WF-010-R-A_3,1,WF,010,R,A,3,Female,Surprised
